opponents, date, year, regularSeason?, score1-score2, location(A), pace1, tSP1, eFG1, 3PA1, FTR1, ORR1, DRR1, TRR1, ASP1, STLP1, BLK1, TOR1, OEff1, DEF, pace2, tSP2, eFG2, 3PA2, FTR2, ORR2, DRR2, TRR2, ASP2, STLP2, BLK2, TOR2, OEff2
Golden State Warriors at Washington Wizards, January 24, 2019,regularSeason,126-118,A,102.9,0.6480,0.6080,0.2270,0.2159,22.9000,82.4000,58.1000,68.0000,4.9000,11.3000,13.4000,122.4000,MAN,102.9,0.5660,0.5420,0.4420,0.1579,17.6000,77.1000,41.9000,65.9000,6.8000,2.9000,8.8000,114.6000
%http://www.basketball-reference.com/boxscores/201901250BRK.html
New York Knicks at Brooklyn Nets, January 25, 2019,regularSeason,99-109,A,99.6,0.5030,0.4710,0.3560,0.1954,12.5000,60.0000,35.5000,45.9000,12.1000,21.6000,7.5000,99.4000,MAN,99.6,0.5210,0.4580,0.3930,0.3810,40.0000,87.5000,64.5000,55.9000,5.0000,3.6000,15.4000,109.5000
%http://www.basketball-reference.com/boxscores/201901250CHI.html
Los Angeles Clippers at Chicago Bulls, January 25, 2019,regularSeason,106-101,A,102.4,0.5590,0.5120,0.2560,0.2683,11.9000,78.9000,50.5000,71.1000,2.9000,6.0000,14.4000,103.5000,MAN,102.4,0.4710,0.4410,0.3430,0.1078,21.1000,88.1000,49.5000,50.0000,10.7000,8.2000,6.9000,98.6000
%http://www.basketball-reference.com/boxscores/201901250CLE.html
Miami Heat at Cleveland Cavaliers, January 25, 2019,regularSeason,100-94,A,92.3,0.5560,0.5250,0.2910,0.2152,25.0000,80.0000,52.8000,51.4000,6.5000,7.3000,13.5000,108.3000,MAN,92.3,0.5180,0.4940,0.3530,0.1176,20.0000,75.0000,47.2000,62.2000,8.7000,3.6000,12.5000,101.8000
%http://www.basketball-reference.com/boxscores/201901250DAL.html
Detroit Pistons at Dallas Mavericks, January 25, 2019,regularSeason,101-106,A,92.1,0.5260,0.4820,0.4470,0.2235,27.7000,78.6000,51.7000,62.9000,6.5000,0.0000,11.1000,109.7000,MAN,92.1,0.5630,0.5430,0.4440,0.2222,21.4000,72.3000,48.3000,64.9000,8.7000,12.8000,8.7000,115.1000
%http://www.basketball-reference.com/boxscores/201901250DEN.html
Phoenix Suns at Denver Nuggets, January 25, 2019,regularSeason,95-132,A,100.2,0.5430,0.4670,0.3950,0.3158,4.7000,67.3000,38.0000,62.5000,4.0000,12.1000,14.6000,94.8000,MAN,100.2,0.6180,0.5800,0.3830,0.2447,32.7000,95.3000,62.0000,55.3000,9.0000,2.2000,10.1000,131.7000
%http://www.basketball-reference.com/boxscores/201901250HOU.html
Toronto Raptors at Houston Rockets, January 25, 2019,regularSeason,119-121,A,102.3,0.6010,0.5600,0.3960,0.1868,30.0000,74.5000,54.0000,61.4000,3.9000,2.2000,16.1000,116.3000,MAN,102.3,0.5730,0.5050,0.5050,0.3187,25.5000,70.0000,46.0000,41.5000,10.7000,9.1000,10.2000,118.2000
%http://www.basketball-reference.com/boxscores/201901250MEM.html
Sacramento Kings at Memphis Grizzlies, January 25, 2019,regularSeason,99-96,A,98.6,0.5030,0.4730,0.3630,0.1429,25.5000,80.4000,52.7000,62.2000,11.2000,8.3000,14.7000,100.4000,MAN,98.6,0.5220,0.4630,0.2500,0.2750,19.6000,74.5000,47.3000,64.7000,13.2000,8.6000,14.8000,97.4000
%http://www.basketball-reference.com/boxscores/201901250MIL.html
Charlotte Hornets at Milwaukee Bucks, January 25, 2019,regularSeason,99-108,A,103.2,0.4900,0.4560,0.4330,0.1889,23.1000,87.2000,53.5000,55.6000,3.9000,3.4000,14.4000,96.0000,MAN,103.2,0.5450,0.4940,0.3480,0.2247,12.8000,76.9000,46.5000,41.5000,8.7000,11.8000,10.0000,104.7000
%http://www.basketball-reference.com/boxscores/201901250ORL.html
Washington Wizards at Orlando Magic, January 25, 2019,regularSeason,95-91,A,90.7,0.5640,0.5380,0.3420,0.1266,11.4000,71.7000,42.2000,74.3000,9.9000,2.0000,12.5000,104.8000,MAN,90.7,0.5100,0.4940,0.3930,0.0952,28.3000,88.6000,57.8000,63.2000,3.3000,7.7000,15.2000,100.4000
%http://www.basketball-reference.com/boxscores/201901250UTA.html
Minnesota Timberwolves at Utah Jazz, January 25, 2019,regularSeason,102-106,A,96.9,0.5140,0.4670,0.2890,0.2000,27.9000,70.4000,51.5000,52.6000,5.2000,9.3000,12.4000,105.3000,MAN,96.9,0.5050,0.4630,0.4260,0.2021,29.6000,72.1000,48.5000,67.6000,9.3000,12.5000,9.5000,109.4000
%http://www.basketball-reference.com/boxscores/201901260BOS.html
Golden State Warriors at Boston Celtics, January 26, 2019,regularSeason,115-111,A,100.6,0.5870,0.5180,0.3980,0.3494,24.4000,73.7000,52.0000,67.6000,8.0000,11.9000,12.5000,114.3000,MAN,100.6,0.5260,0.4900,0.4040,0.1414,26.3000,75.6000,48.0000,56.1000,6.0000,8.0000,11.7000,110.3000
%http://www.basketball-reference.com/boxscores/201901260DEN.html
Philadelphia 76ers at Denver Nuggets, January 26, 2019,regularSeason,110-126,A,102.0,0.5350,0.4950,0.3960,0.2198,21.6000,73.2000,44.6000,76.3000,6.9000,2.9000,10.4000,107.9000,MAN,102.0,0.5900,0.5530,0.2550,0.2340,26.8000,78.4000,55.4000,56.3000,3.9000,7.3000,8.6000,123.6000
%http://www.basketball-reference.com/boxscores/201901260MEM.html
Indiana Pacers at Memphis Grizzlies, January 26, 2019,regularSeason,103-106,A,95.5,0.5730,0.4930,0.3650,0.4054,20.0000,80.5000,52.6000,62.5000,7.3000,9.6000,15.9000,107.8000,MAN,95.5,0.5740,0.5440,0.3500,0.2375,19.5000,80.0000,47.4000,74.4000,8.4000,10.6000,11.5000,111.0000
%http://www.basketball-reference.com/boxscores/201901260NOP.html
San Antonio Spurs at New Orleans Pelicans, January 26, 2019,regularSeason,126-114,A,101.3,0.6180,0.5770,0.2640,0.2308,22.5000,80.8000,55.4000,63.8000,4.9000,4.3000,8.1000,124.4000,MAN,101.3,0.5350,0.5050,0.2810,0.1771,19.2000,77.5000,44.6000,57.8000,5.9000,9.0000,7.0000,112.6000
%http://www.basketball-reference.com/boxscores/201901260POR.html
Atlanta Hawks at Portland Trail Blazers, January 26, 2019,regularSeason,111-120,A,99.3,0.5510,0.5220,0.3590,0.1630,20.0000,71.1000,43.4000,57.1000,9.1000,13.5000,9.0000,111.8000,MAN,99.3,0.6300,0.5670,0.3660,0.3293,28.9000,80.0000,56.6000,63.4000,8.1000,11.9000,15.9000,120.8000
%http://www.basketball-reference.com/boxscores/201901270CHI.html
Cleveland Cavaliers at Chicago Bulls, January 27, 2019,regularSeason,104-101,A,94.4,0.5270,0.4950,0.3700,0.1413,23.5000,83.3000,52.5000,66.7000,5.3000,4.8000,7.5000,110.2000,MAN,94.4,0.5290,0.4940,0.2950,0.1591,16.7000,76.5000,47.5000,56.4000,5.3000,13.8000,9.5000,107.0000
%http://www.basketball-reference.com/boxscores/201901270DAL.html
Toronto Raptors at Dallas Mavericks, January 27, 2019,regularSeason,123-120,A,100.5,0.6170,0.5480,0.4100,0.3855,18.2000,83.7000,50.6000,64.9000,6.0000,9.6000,6.6000,122.4000,MAN,100.5,0.5830,0.5510,0.4090,0.2614,16.3000,81.8000,49.4000,58.1000,5.0000,4.1000,9.7000,119.4000
%http://www.basketball-reference.com/boxscores/201901270HOU.html
Orlando Magic at Houston Rockets, January 27, 2019,regularSeason,98-103,A,97.1,0.4690,0.4540,0.3610,0.1031,33.3000,92.7000,58.9000,59.0000,10.3000,9.1000,11.1000,100.9000,MAN,97.1,0.5770,0.5500,0.4500,0.1875,7.3000,66.7000,41.1000,52.6000,8.2000,11.3000,12.7000,106.1000
%http://www.basketball-reference.com/boxscores/201901270LAC.html
Sacramento Kings at Los Angeles Clippers, January 27, 2019,regularSeason,108-122,A,100.8,0.5080,0.4410,0.3870,0.2796,28.3000,67.4000,45.8000,48.6000,11.9000,10.2000,10.2000,107.1000,MAN,100.8,0.6050,0.5400,0.3300,0.3068,32.6000,71.7000,54.2000,83.3000,6.0000,1.8000,15.2000,121.0000
%http://www.basketball-reference.com/boxscores/201901270LAL.html
Phoenix Suns at Los Angeles Lakers, January 27, 2019,regularSeason,102-116,A,95.2,0.5150,0.4410,0.3060,0.3176,35.7000,64.1000,49.4000,55.9000,8.4000,13.6000,13.9000,107.2000,MAN,95.2,0.5980,0.5840,0.2580,0.1348,35.9000,64.3000,50.6000,59.6000,8.4000,16.9000,14.2000,121.9000
%http://www.basketball-reference.com/boxscores/201901270MIN.html
Utah Jazz at Minnesota Timberwolves, January 27, 2019,regularSeason,125-111,A,97.0,0.6440,0.6220,0.4530,0.2093,16.7000,85.7000,50.7000,65.2000,8.2000,12.2000,8.5000,128.9000,MAN,97.0,0.6370,0.5910,0.4680,0.2597,14.3000,83.3000,49.3000,59.5000,7.2000,8.5000,15.5000,114.5000
%http://www.basketball-reference.com/boxscores/201901270NYK.html
Miami Heat at New York Knicks, January 27, 2019,regularSeason,106-97,A,96.6,0.5770,0.5360,0.3930,0.1905,20.5000,84.8000,55.3000,66.7000,6.2000,8.6000,14.0000,109.8000,MAN,96.6,0.5130,0.4700,0.3100,0.2143,15.2000,79.5000,44.7000,61.1000,13.5000,5.9000,10.4000,100.5000
%http://www.basketball-reference.com/boxscores/201901270OKC.html
Milwaukee Bucks at Oklahoma City Thunder, January 27, 2019,regularSeason,112-118,A,104.8,0.5420,0.5110,0.4070,0.2088,18.0000,78.4000,48.5000,56.4000,5.7000,8.1000,11.9000,106.8000,MAN,104.8,0.5620,0.5530,0.3400,0.1489,21.6000,82.0000,51.5000,65.9000,4.8000,18.5000,9.5000,112.6000
%http://www.basketball-reference.com/boxscores/201901270SAS.html
Washington Wizards at San Antonio Spurs, January 27, 2019,regularSeason,119-132,A,100.8,0.5850,0.5510,0.5170,0.2360,16.0000,77.4000,39.5000,80.0000,10.9000,0.0000,8.1000,118.0000,MAN,100.8,0.6930,0.6630,0.3950,0.2093,22.6000,84.0000,60.5000,63.3000,6.0000,9.3000,13.6000,130.9000
%http://www.basketball-reference.com/boxscores/201901280BOS.html
Brooklyn Nets at Boston Celtics, January 28, 2019,regularSeason,104-112,A,103.4,0.4730,0.4420,0.3300,0.1262,30.8000,66.7000,48.0000,51.3000,9.7000,8.3000,13.4000,100.6000,MAN,103.4,0.5360,0.5150,0.4000,0.0900,33.3000,69.2000,52.0000,64.4000,10.6000,23.2000,14.0000,108.4000
%http://www.basketball-reference.com/boxscores/201901280CHO.html
New York Knicks at Charlotte Hornets, January 28, 2019,regularSeason,92-101,A,94.7,0.4770,0.4410,0.2710,0.2000,17.4000,74.5000,47.4000,55.9000,6.3000,10.0000,7.7000,97.2000,MAN,94.7,0.5000,0.4730,0.3620,0.1277,25.5000,82.6000,52.6000,64.1000,4.2000,16.1000,9.0000,106.7000
%http://www.basketball-reference.com/boxscores/201901280IND.html
Golden State Warriors at Indiana Pacers, January 28, 2019,regularSeason,132-100,A,100.6,0.6280,0.6070,0.3160,0.1327,31.7000,77.8000,55.8000,73.6000,8.9000,10.9000,10.3000,131.2000,MAN,100.6,0.5080,0.4890,0.3190,0.0851,22.2000,68.3000,44.2000,72.5000,4.0000,7.5000,13.2000,99.4000
%http://www.basketball-reference.com/boxscores/201901280LAC.html
Atlanta Hawks at Los Angeles Clippers, January 28, 2019,regularSeason,123-118,A,98.0,0.6160,0.5630,0.3910,0.2874,37.5000,69.0000,53.7000,63.6000,7.1000,10.3000,14.6000,125.5000,MAN,98.0,0.6060,0.5410,0.3180,0.3059,31.0000,62.5000,46.3000,65.9000,10.2000,7.5000,14.1000,120.4000
%http://www.basketball-reference.com/boxscores/201901280MEM.html
Denver Nuggets at Memphis Grizzlies, January 28, 2019,regularSeason,95-92,A,93.6,0.5270,0.4880,0.4290,0.1548,21.4000,75.7000,46.8000,45.9000,10.7000,4.3000,14.3000,101.5000,MAN,93.6,0.5330,0.5060,0.4100,0.1667,24.3000,78.6000,53.2000,74.3000,5.3000,14.6000,18.0000,98.3000
%http://www.basketball-reference.com/boxscores/201901290BRK.html
Chicago Bulls at Brooklyn Nets, January 29, 2019,regularSeason,117-122,A,111.5,0.5720,0.5480,0.2980,0.1489,12.2000,86.5000,53.8000,36.2000,5.4000,13.6000,14.2000,104.9000,MAN,111.5,0.5470,0.5000,0.3720,0.2979,13.5000,87.8000,46.2000,59.5000,9.9000,3.0000,6.7000,109.4000
%http://www.basketball-reference.com/boxscores/201901290CLE.html
Washington Wizards at Cleveland Cavaliers, January 29, 2019,regularSeason,113-116,A,100.1,0.5820,0.5520,0.4140,0.1954,6.8000,82.5000,42.9000,73.8000,8.0000,2.0000,5.8000,112.9000,MAN,100.1,0.6130,0.6250,0.4050,0.1310,17.5000,93.2000,57.1000,66.7000,3.0000,3.9000,13.7000,115.9000
%http://www.basketball-reference.com/boxscores/201901290DET.html
Milwaukee Bucks at Detroit Pistons, January 29, 2019,regularSeason,115-105,A,93.4,0.6290,0.6150,0.3680,0.0920,17.1000,76.7000,50.0000,68.1000,9.6000,11.5000,9.9000,123.1000,MAN,93.4,0.5570,0.5390,0.4160,0.1011,23.3000,82.9000,50.0000,69.0000,8.6000,5.5000,10.4000,112.4000
%http://www.basketball-reference.com/boxscores/201901290HOU.html
New Orleans Pelicans at Houston Rockets, January 29, 2019,regularSeason,121-116,A,104.1,0.5990,0.5610,0.3440,0.2222,30.2000,73.7000,55.0000,58.7000,7.7000,20.0000,14.4000,116.2000,MAN,104.1,0.5200,0.4900,0.5540,0.1683,26.3000,69.8000,45.0000,55.0000,10.6000,8.5000,9.7000,111.4000
%http://www.basketball-reference.com/boxscores/201901290LAL.html
Philadelphia 76ers at Los Angeles Lakers, January 29, 2019,regularSeason,121-105,A,102.9,0.5740,0.5320,0.3870,0.2366,25.5000,69.6000,47.3000,78.6000,14.6000,8.7000,10.2000,117.6000,MAN,102.9,0.5300,0.5050,0.2500,0.1304,30.4000,74.5000,52.7000,60.5000,6.8000,7.0000,17.5000,102.1000
%http://www.basketball-reference.com/boxscores/201901290ORL.html
Oklahoma City Thunder at Orlando Magic, January 29, 2019,regularSeason,126-117,A,101.4,0.6150,0.5880,0.2310,0.2088,14.6000,67.3000,44.8000,51.0000,6.9000,13.1000,6.4000,124.3000,MAN,101.4,0.5320,0.5000,0.4020,0.1471,32.7000,85.4000,55.2000,59.1000,3.9000,7.1000,9.8000,115.4000
%http://www.basketball-reference.com/boxscores/201901290SAS.html
Phoenix Suns at San Antonio Spurs, January 29, 2019,regularSeason,124-126,A,102.1,0.7020,0.6810,0.3630,0.1875,12.0000,71.4000,51.4000,54.2000,7.8000,7.6000,16.9000,121.4000,MAN,102.1,0.5790,0.5450,0.3400,0.1700,28.6000,88.0000,48.6000,61.7000,8.8000,7.8000,9.2000,123.4000
%http://www.basketball-reference.com/boxscores/201901300BOS.html
Charlotte Hornets at Boston Celtics, January 30, 2019,regularSeason,94-126,A,94.1,0.5100,0.5110,0.4490,0.0337,14.6000,66.7000,36.9000,51.3000,7.4000,8.2000,11.5000,99.9000,MAN,94.1,0.6490,0.6220,0.3220,0.1556,33.3000,85.4000,63.1000,68.0000,10.6000,14.3000,9.3000,133.9000
%http://www.basketball-reference.com/boxscores/201901300MIA.html
Chicago Bulls at Miami Heat, January 30, 2019,regularSeason,105-89,A,91.7,0.6020,0.5640,0.2440,0.2179,13.5000,70.0000,46.0000,65.0000,6.5000,6.4000,12.1000,114.5000,MAN,91.7,0.4700,0.4490,0.4720,0.1011,30.0000,86.5000,54.0000,64.7000,6.5000,3.4000,12.9000,97.0000
%http://www.basketball-reference.com/boxscores/201901300MIN.html
Memphis Grizzlies at Minnesota Timberwolves, January 30, 2019,regularSeason,97-99,A,88.8,0.5020,0.4480,0.2640,0.2184,31.8000,77.1000,55.4000,58.3000,3.1000,11.7000,15.7000,99.0000,MAN,88.8,0.4730,0.4320,0.3680,0.1789,22.9000,68.2000,44.6000,67.6000,12.2000,4.7000,8.7000,101.0000
%http://www.basketball-reference.com/boxscores/201901300NOP.html
Denver Nuggets at New Orleans Pelicans, January 30, 2019,regularSeason,105-99,A,98.7,0.5390,0.5220,0.3370,0.1348,13.0000,82.2000,47.3000,73.8000,10.1000,13.2000,8.5000,106.4000,MAN,98.7,0.5230,0.5000,0.4040,0.1124,17.8000,87.0000,52.7000,73.0000,4.1000,6.8000,12.9000,100.3000
%http://www.basketball-reference.com/boxscores/201901300NYK.html
Dallas Mavericks at New York Knicks, January 30, 2019,regularSeason,114-90,A,97.1,0.6420,0.6250,0.4520,0.1071,19.4000,89.4000,59.0000,68.9000,4.1000,1.9000,16.8000,117.4000,MAN,97.1,0.4980,0.4490,0.3330,0.2564,10.6000,80.6000,41.0000,50.0000,10.3000,10.9000,11.7000,92.7000
%http://www.basketball-reference.com/boxscores/201901300POR.html
Utah Jazz at Portland Trail Blazers, January 30, 2019,regularSeason,105-132,A,99.8,0.5570,0.5120,0.4000,0.2118,18.6000,71.8000,43.9000,63.2000,9.0000,6.9000,14.5000,105.2000,MAN,99.8,0.6590,0.6220,0.3560,0.2222,28.2000,81.4000,56.1000,58.3000,7.0000,9.8000,11.5000,132.3000
%http://www.basketball-reference.com/boxscores/201901300SAC.html
Atlanta Hawks at Sacramento Kings, January 30, 2019,regularSeason,113-135,A,105.2,0.5820,0.5350,0.5350,0.2442,19.1000,64.3000,40.4000,63.2000,6.7000,4.7000,17.1000,107.4000,MAN,105.2,0.6240,0.6010,0.3540,0.1616,35.7000,80.9000,59.6000,66.7000,6.7000,5.0000,11.5000,128.3000
%http://www.basketball-reference.com/boxscores/201901300WAS.html
Indiana Pacers at Washington Wizards, January 30, 2019,regularSeason,89-107,A,92.7,0.4840,0.4460,0.3690,0.1667,23.3000,78.4000,48.8000,81.8000,6.5000,6.0000,14.0000,96.0000,MAN,92.7,0.6130,0.6030,0.3590,0.1667,21.6000,76.7000,51.3000,65.9000,8.6000,7.5000,13.8000,115.5000
%http://www.basketball-reference.com/boxscores/201901310DET.html
Dallas Mavericks at Detroit Pistons, January 31, 2019,regularSeason,89-93,A,89.7,0.4730,0.4490,0.2840,0.1136,22.9000,68.8000,45.8000,50.0000,2.2000,9.4000,9.6000,99.3000,MAN,89.7,0.4840,0.4360,0.3840,0.2093,31.3000,77.1000,54.2000,63.6000,5.6000,7.9000,10.3000,103.7000
%http://www.basketball-reference.com/boxscores/201901310GSW.html
Philadelphia 76ers at Golden State Warriors, January 31, 2019,regularSeason,113-104,A,98.5,0.5730,0.5340,0.4200,0.2159,36.4000,78.6000,57.0000,73.2000,11.2000,10.0000,16.2000,114.8000,MAN,98.5,0.5470,0.5280,0.4320,0.1250,21.4000,63.6000,43.0000,73.2000,13.2000,13.7000,13.6000,105.6000
%http://www.basketball-reference.com/boxscores/201901310LAC.html
Los Angeles Lakers at Los Angeles Clippers, January 31, 2019,regularSeason,123-120,A,101.5,0.5730,0.5160,0.2830,0.3043,15.2000,80.3000,52.3000,66.7000,6.2000,6.6000,13.0000,109.8000,MAN,101.5,0.5200,0.5100,0.4130,0.1346,19.7000,84.8000,47.7000,56.5000,9.8000,12.1000,6.5000,107.1000
%http://www.basketball-reference.com/boxscores/201901310ORL.html
Indiana Pacers at Orlando Magic, January 31, 2019,regularSeason,100-107,A,97.8,0.5100,0.4730,0.2090,0.1538,13.3000,80.0000,46.7000,63.4000,8.2000,3.5000,8.4000,102.2000,MAN,97.8,0.5840,0.5300,0.3050,0.2439,20.0000,86.7000,53.3000,65.8000,4.1000,6.9000,14.1000,109.4000
%http://www.basketball-reference.com/boxscores/201901310SAS.html
Brooklyn Nets at San Antonio Spurs, January 31, 2019,regularSeason,114-117,A,106.9,0.5600,0.5340,0.3820,0.2135,11.9000,75.9000,47.9000,71.4000,4.7000,10.4000,12.1000,106.7000,MAN,106.9,0.5190,0.4600,0.3300,0.2500,24.1000,88.1000,52.1000,57.5000,5.6000,5.5000,7.4000,109.5000
%http://www.basketball-reference.com/boxscores/201901310TOR.html
Milwaukee Bucks at Toronto Raptors, January 31, 2019,regularSeason,105-92,A,100.4,0.6070,0.5820,0.4810,0.1646,18.4000,84.3000,56.2000,53.8000,13.0000,9.1000,17.2000,104.6000,MAN,100.4,0.4660,0.4350,0.2900,0.1183,15.7000,81.6000,43.8000,43.2000,9.0000,9.8000,13.9000,91.7000
%http://www.basketball-reference.com/boxscores/201902010CHO.html
Memphis Grizzlies at Charlotte Hornets, February 1, 2019,regularSeason,92-100,A,88.4,0.5260,0.4940,0.3630,0.1625,20.9000,83.8000,50.0000,65.7000,9.0000,6.8000,11.2000,104.1000,MAN,88.4,0.5860,0.5210,0.3970,0.3288,16.2000,79.1000,50.0000,46.9000,6.8000,13.7000,12.3000,113.1000
%http://www.basketball-reference.com/boxscores/201902010DEN.html
Houston Rockets at Denver Nuggets, February 1, 2019,regularSeason,122-136,A,89.2,0.6470,0.6240,0.5180,0.1882,29.7000,65.5000,45.5000,51.1000,6.7000,5.9000,9.6000,136.7000,MAN,89.2,0.7380,0.7070,0.3780,0.2439,34.5000,70.3000,54.5000,72.5000,7.8000,9.8000,8.0000,152.4000
%http://www.basketball-reference.com/boxscores/201902010MIA.html
Oklahoma City Thunder at Miami Heat, February 1, 2019,regularSeason,118-102,A,101.2,0.5940,0.5710,0.3300,0.1538,26.5000,77.1000,51.5000,52.3000,9.9000,7.1000,13.1000,116.6000,MAN,101.2,0.5200,0.5050,0.3910,0.0978,22.9000,73.5000,48.5000,68.3000,6.9000,3.3000,14.8000,100.8000
%http://www.basketball-reference.com/boxscores/201902010NYK.html
Boston Celtics at New York Knicks, February 1, 2019,regularSeason,113-99,A,98.1,0.5410,0.5250,0.3700,0.0800,21.6000,80.0000,47.3000,54.3000,11.2000,12.7000,6.3000,115.1000,MAN,98.1,0.5420,0.5060,0.3600,0.1395,20.0000,78.4000,52.7000,53.8000,2.0000,3.2000,15.7000,100.9000
%http://www.basketball-reference.com/boxscores/201902010UTA.html
Atlanta Hawks at Utah Jazz, February 1, 2019,regularSeason,112-128,A,105.4,0.5160,0.4690,0.4690,0.2041,16.7000,74.4000,44.0000,59.0000,10.4000,7.7000,9.2000,106.2000,MAN,105.4,0.6390,0.5980,0.4020,0.2759,25.6000,83.3000,56.0000,67.4000,3.8000,11.5000,13.0000,121.4000
%http://www.basketball-reference.com/boxscores/201902020CHO.html
Chicago Bulls at Charlotte Hornets, February 2, 2019,regularSeason,118-125,A,90.8,0.6410,0.5740,0.2960,0.3086,22.9000,77.5000,52.0000,47.6000,4.4000,4.0000,9.8000,129.9000,MAN,90.8,0.6600,0.6100,0.3900,0.3049,22.5000,77.1000,48.0000,58.1000,6.6000,3.5000,6.0000,137.6000
%http://www.basketball-reference.com/boxscores/201902020CLE.html
Dallas Mavericks at Cleveland Cavaliers, February 2, 2019,regularSeason,111-98,A,93.6,0.6010,0.5710,0.4640,0.1786,21.4000,78.8000,53.2000,50.0000,2.1000,6.5000,12.3000,118.6000,MAN,93.6,0.4920,0.4240,0.2710,0.3059,21.2000,78.6000,46.8000,58.8000,7.5000,4.4000,5.7000,104.7000
%http://www.basketball-reference.com/boxscores/201902020DET.html
Los Angeles Clippers at Detroit Pistons, February 2, 2019,regularSeason,111-101,A,96.2,0.5720,0.5490,0.2440,0.2561,26.2000,83.7000,55.3000,55.0000,5.2000,9.8000,11.0000,115.3000,MAN,96.2,0.5500,0.5240,0.5060,0.1687,16.3000,73.8000,44.7000,60.0000,6.2000,6.5000,13.2000,105.0000
%http://www.basketball-reference.com/boxscores/201902020GSW.html
Los Angeles Lakers at Golden State Warriors, February 2, 2019,regularSeason,101-115,A,101.5,0.4880,0.4740,0.2810,0.1042,26.0000,83.7000,52.7000,54.8000,4.9000,7.0000,12.7000,99.5000,MAN,101.5,0.5790,0.5330,0.3740,0.1978,16.3000,74.0000,47.3000,72.1000,3.9000,13.0000,9.1000,113.3000
%http://www.basketball-reference.com/boxscores/201902020MIA.html
Indiana Pacers at Miami Heat, February 2, 2019,regularSeason,95-88,A,92.8,0.4920,0.4660,0.2700,0.1348,29.8000,74.4000,50.0000,68.4000,16.2000,9.8000,11.9000,102.3000,MAN,92.8,0.5340,0.4860,0.4230,0.2676,25.6000,70.2000,50.0000,70.0000,8.6000,6.2000,21.8000,94.8000
%http://www.basketball-reference.com/boxscores/201902020MIN.html
Denver Nuggets at Minnesota Timberwolves, February 2, 2019,regularSeason,107-106,A,91.2,0.5620,0.5450,0.3710,0.1124,31.3000,80.5000,53.9000,69.0000,3.3000,12.7000,9.5000,117.3000,MAN,91.2,0.5520,0.5340,0.3820,0.1236,19.5000,68.8000,46.1000,64.3000,6.6000,7.1000,7.7000,116.2000
%http://www.basketball-reference.com/boxscores/201902020ORL.html
Brooklyn Nets at Orlando Magic, February 2, 2019,regularSeason,89-102,A,105.1,0.4540,0.4180,0.4180,0.1429,16.0000,85.7000,50.5000,69.7000,5.7000,3.0000,15.5000,84.7000,MAN,105.1,0.5140,0.4890,0.2870,0.1064,14.3000,84.0000,49.5000,61.0000,10.5000,15.1000,12.4000,97.1000
%http://www.basketball-reference.com/boxscores/201902020PHO.html
Atlanta Hawks at Phoenix Suns, February 2, 2019,regularSeason,118-112,A,101.8,0.6180,0.5950,0.3810,0.2143,37.2000,78.7000,58.9000,48.8000,5.9000,7.8000,20.1000,115.9000,MAN,101.8,0.5390,0.5310,0.3330,0.1042,21.3000,62.8000,41.1000,68.9000,14.7000,9.6000,8.8000,110.0000
